path,emotion,source
angry\Actor_13_03-01-05-02-01-01-13.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-05-02-01-01-13.wav
angry\Actor_13_03-01-05-02-01-02-13.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-05-02-01-02-13.wav
angry\Actor_13_03-01-05-02-02-01-13.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-05-02-02-01-13.wav
angry\Actor_13_03-01-05-02-02-02-13.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-05-02-02-02-13.wav
fearful\Actor_13_03-01-06-01-01-01-13.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-06-01-01-01-13.wav
fearful\Actor_13_03-01-06-01-01-02-13.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-06-01-01-02-13.wav
fearful\Actor_13_03-01-06-01-02-01-13.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-06-01-02-01-13.wav
fearful\Actor_13_03-01-06-01-02-02-13.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-06-01-02-02-13.wav
fearful\Actor_13_03-01-06-02-01-01-13.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-06-02-01-01-13.wav
fearful\Actor_13_03-01-06-02-01-02-13.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-06-02-01-02-13.wav
fearful\Actor_13_03-01-06-02-02-01-13.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-06-02-02-01-13.wav
fearful\Actor_13_03-01-06-02-02-02-13.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-06-02-02-02-13.wav
surprised\Actor_13_03-01-08-01-01-01-13.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-08-01-01-01-13.wav
surprised\Actor_13_03-01-08-01-01-02-13.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-08-01-01-02-13.wav
surprised\Actor_13_03-01-08-01-02-01-13.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-08-01-02-01-13.wav
surprised\Actor_13_03-01-08-01-02-02-13.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-08-01-02-02-13.wav
surprised\Actor_13_03-01-08-02-01-01-13.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-08-02-01-01-13.wav
surprised\Actor_13_03-01-08-02-01-02-13.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-08-02-01-02-13.wav
surprised\Actor_13_03-01-08-02-02-01-13.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-08-02-02-01-13.wav
surprised\Actor_13_03-01-08-02-02-02-13.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-08-02-02-02-13.wav
neutral\Actor_14_03-01-01-01-01-01-14.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-01-01-01-01-14.wav
neutral\Actor_14_03-01-01-01-01-02-14.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-01-01-01-02-14.wav
neutral\Actor_14_03-01-01-01-02-01-14.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-01-01-02-01-14.wav
neutral\Actor_14_03-01-01-01-02-02-14.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-01-01-02-02-14.wav
happy\Actor_14_03-01-03-01-01-01-14.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-03-01-01-01-14.wav
happy\Actor_14_03-01-03-01-01-02-14.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-03-01-01-02-14.wav
happy\Actor_14_03-01-03-01-02-01-14.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-03-01-02-01-14.wav
happy\Actor_14_03-01-03-01-02-02-14.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-03-01-02-02-14.wav
happy\Actor_14_03-01-03-02-01-01-14.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-03-02-01-01-14.wav
happy\Actor_14_03-01-03-02-01-02-14.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-03-02-01-02-14.wav
happy\Actor_14_03-01-03-02-02-01-14.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-03-02-02-01-14.wav
happy\Actor_14_03-01-03-02-02-02-14.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-03-02-02-02-14.wav
sad\Actor_14_03-01-04-01-01-01-14.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-04-01-01-01-14.wav
sad\Actor_14_03-01-04-01-01-02-14.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-04-01-01-02-14.wav
sad\Actor_14_03-01-04-01-02-01-14.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-04-01-02-01-14.wav
sad\Actor_14_03-01-04-01-02-02-14.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-04-01-02-02-14.wav
sad\Actor_14_03-01-04-02-01-01-14.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-04-02-01-01-14.wav
sad\Actor_14_03-01-04-02-01-02-14.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-04-02-01-02-14.wav
sad\Actor_14_03-01-04-02-02-01-14.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-04-02-02-01-14.wav
sad\Actor_14_03-01-04-02-02-02-14.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-04-02-02-02-14.wav
angry\Actor_14_03-01-05-01-01-01-14.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-05-01-01-01-14.wav
angry\Actor_14_03-01-05-01-01-02-14.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-05-01-01-02-14.wav
angry\Actor_14_03-01-05-01-02-01-14.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-05-01-02-01-14.wav
angry\Actor_14_03-01-05-01-02-02-14.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-05-01-02-02-14.wav
angry\Actor_14_03-01-05-02-01-01-14.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-05-02-01-01-14.wav
angry\Actor_14_03-01-05-02-01-02-14.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-05-02-01-02-14.wav
angry\Actor_14_03-01-05-02-02-01-14.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-05-02-02-01-14.wav
angry\Actor_14_03-01-05-02-02-02-14.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-05-02-02-02-14.wav
fearful\Actor_14_03-01-06-01-01-01-14.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-06-01-01-01-14.wav
fearful\Actor_14_03-01-06-01-01-02-14.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-06-01-01-02-14.wav
fearful\Actor_14_03-01-06-01-02-01-14.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-06-01-02-01-14.wav
fearful\Actor_14_03-01-06-01-02-02-14.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-06-01-02-02-14.wav
fearful\Actor_14_03-01-06-02-01-01-14.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-06-02-01-01-14.wav
fearful\Actor_14_03-01-06-02-01-02-14.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-06-02-01-02-14.wav
fearful\Actor_14_03-01-06-02-02-01-14.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-06-02-02-01-14.wav
fearful\Actor_14_03-01-06-02-02-02-14.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-06-02-02-02-14.wav
surprised\Actor_14_03-01-08-01-01-01-14.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-08-01-01-01-14.wav
surprised\Actor_14_03-01-08-01-01-02-14.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-08-01-01-02-14.wav
surprised\Actor_14_03-01-08-01-02-01-14.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-08-01-02-01-14.wav
surprised\Actor_14_03-01-08-01-02-02-14.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-08-01-02-02-14.wav
surprised\Actor_14_03-01-08-02-01-01-14.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-08-02-01-01-14.wav
surprised\Actor_14_03-01-08-02-01-02-14.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-08-02-01-02-14.wav
surprised\Actor_14_03-01-08-02-02-01-14.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-08-02-02-01-14.wav
surprised\Actor_14_03-01-08-02-02-02-14.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_14\03-01-08-02-02-02-14.wav
neutral\Actor_15_03-01-01-01-01-01-15.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-01-01-01-01-15.wav
neutral\Actor_15_03-01-01-01-01-02-15.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-01-01-01-02-15.wav
neutral\Actor_15_03-01-01-01-02-01-15.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-01-01-02-01-15.wav
neutral\Actor_15_03-01-01-01-02-02-15.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-01-01-02-02-15.wav
happy\Actor_15_03-01-03-01-01-01-15.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-03-01-01-01-15.wav
happy\Actor_15_03-01-03-01-01-02-15.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-03-01-01-02-15.wav
happy\Actor_15_03-01-03-01-02-01-15.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-03-01-02-01-15.wav
happy\Actor_15_03-01-03-01-02-02-15.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-03-01-02-02-15.wav
happy\Actor_15_03-01-03-02-01-01-15.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-03-02-01-01-15.wav
happy\Actor_15_03-01-03-02-01-02-15.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-03-02-01-02-15.wav
happy\Actor_15_03-01-03-02-02-01-15.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-03-02-02-01-15.wav
happy\Actor_15_03-01-03-02-02-02-15.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-03-02-02-02-15.wav
sad\Actor_15_03-01-04-01-01-01-15.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-04-01-01-01-15.wav
sad\Actor_15_03-01-04-01-01-02-15.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-04-01-01-02-15.wav
sad\Actor_15_03-01-04-01-02-01-15.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-04-01-02-01-15.wav
sad\Actor_15_03-01-04-01-02-02-15.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-04-01-02-02-15.wav
sad\Actor_15_03-01-04-02-01-01-15.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-04-02-01-01-15.wav
sad\Actor_15_03-01-04-02-01-02-15.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-04-02-01-02-15.wav
sad\Actor_15_03-01-04-02-02-01-15.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-04-02-02-01-15.wav
sad\Actor_15_03-01-04-02-02-02-15.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-04-02-02-02-15.wav
angry\Actor_15_03-01-05-01-01-01-15.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-05-01-01-01-15.wav
angry\Actor_15_03-01-05-01-01-02-15.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-05-01-01-02-15.wav
angry\Actor_15_03-01-05-01-02-01-15.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-05-01-02-01-15.wav
angry\Actor_15_03-01-05-01-02-02-15.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-05-01-02-02-15.wav
angry\Actor_15_03-01-05-02-01-01-15.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-05-02-01-01-15.wav
angry\Actor_15_03-01-05-02-01-02-15.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-05-02-01-02-15.wav
angry\Actor_15_03-01-05-02-02-01-15.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-05-02-02-01-15.wav
angry\Actor_15_03-01-05-02-02-02-15.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-05-02-02-02-15.wav
fearful\Actor_15_03-01-06-01-01-01-15.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-06-01-01-01-15.wav
fearful\Actor_15_03-01-06-01-01-02-15.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-06-01-01-02-15.wav
fearful\Actor_15_03-01-06-01-02-01-15.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-06-01-02-01-15.wav
fearful\Actor_15_03-01-06-01-02-02-15.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-06-01-02-02-15.wav
fearful\Actor_15_03-01-06-02-01-01-15.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-06-02-01-01-15.wav
fearful\Actor_15_03-01-06-02-01-02-15.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-06-02-01-02-15.wav
fearful\Actor_15_03-01-06-02-02-01-15.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-06-02-02-01-15.wav
fearful\Actor_15_03-01-06-02-02-02-15.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-06-02-02-02-15.wav
surprised\Actor_15_03-01-08-01-01-01-15.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-08-01-01-01-15.wav
surprised\Actor_15_03-01-08-01-01-02-15.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-08-01-01-02-15.wav
surprised\Actor_15_03-01-08-01-02-01-15.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-08-01-02-01-15.wav
surprised\Actor_15_03-01-08-01-02-02-15.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-08-01-02-02-15.wav
surprised\Actor_15_03-01-08-02-01-01-15.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-08-02-01-01-15.wav
surprised\Actor_15_03-01-08-02-01-02-15.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-08-02-01-02-15.wav
surprised\Actor_15_03-01-08-02-02-01-15.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-08-02-02-01-15.wav
surprised\Actor_15_03-01-08-02-02-02-15.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_15\03-01-08-02-02-02-15.wav
neutral\Actor_16_03-01-01-01-01-01-16.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-01-01-01-01-16.wav
neutral\Actor_16_03-01-01-01-01-02-16.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-01-01-01-02-16.wav
neutral\Actor_16_03-01-01-01-02-01-16.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-01-01-02-01-16.wav
neutral\Actor_16_03-01-01-01-02-02-16.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-01-01-02-02-16.wav
happy\Actor_16_03-01-03-01-01-01-16.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-03-01-01-01-16.wav
happy\Actor_16_03-01-03-01-01-02-16.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-03-01-01-02-16.wav
happy\Actor_16_03-01-03-01-02-01-16.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-03-01-02-01-16.wav
happy\Actor_16_03-01-03-01-02-02-16.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-03-01-02-02-16.wav
happy\Actor_16_03-01-03-02-01-01-16.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-03-02-01-01-16.wav
happy\Actor_16_03-01-03-02-01-02-16.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-03-02-01-02-16.wav
happy\Actor_16_03-01-03-02-02-01-16.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-03-02-02-01-16.wav
happy\Actor_16_03-01-03-02-02-02-16.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-03-02-02-02-16.wav
sad\Actor_16_03-01-04-01-01-01-16.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-04-01-01-01-16.wav
sad\Actor_16_03-01-04-01-01-02-16.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-04-01-01-02-16.wav
sad\Actor_16_03-01-04-01-02-01-16.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-04-01-02-01-16.wav
sad\Actor_16_03-01-04-01-02-02-16.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-04-01-02-02-16.wav
sad\Actor_16_03-01-04-02-01-01-16.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-04-02-01-01-16.wav
sad\Actor_16_03-01-04-02-01-02-16.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-04-02-01-02-16.wav
sad\Actor_16_03-01-04-02-02-01-16.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-04-02-02-01-16.wav
sad\Actor_16_03-01-04-02-02-02-16.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-04-02-02-02-16.wav
angry\Actor_16_03-01-05-01-01-01-16.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-05-01-01-01-16.wav
angry\Actor_16_03-01-05-01-01-02-16.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-05-01-01-02-16.wav
angry\Actor_16_03-01-05-01-02-01-16.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-05-01-02-01-16.wav
angry\Actor_16_03-01-05-01-02-02-16.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-05-01-02-02-16.wav
angry\Actor_16_03-01-05-02-01-01-16.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-05-02-01-01-16.wav
angry\Actor_16_03-01-05-02-01-02-16.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-05-02-01-02-16.wav
angry\Actor_16_03-01-05-02-02-01-16.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-05-02-02-01-16.wav
angry\Actor_16_03-01-05-02-02-02-16.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-05-02-02-02-16.wav
fearful\Actor_16_03-01-06-01-01-01-16.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-06-01-01-01-16.wav
fearful\Actor_16_03-01-06-01-01-02-16.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-06-01-01-02-16.wav
fearful\Actor_16_03-01-06-01-02-01-16.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-06-01-02-01-16.wav
fearful\Actor_16_03-01-06-01-02-02-16.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-06-01-02-02-16.wav
fearful\Actor_16_03-01-06-02-01-01-16.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-06-02-01-01-16.wav
fearful\Actor_16_03-01-06-02-01-02-16.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-06-02-01-02-16.wav
fearful\Actor_16_03-01-06-02-02-01-16.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-06-02-02-01-16.wav
fearful\Actor_16_03-01-06-02-02-02-16.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-06-02-02-02-16.wav
surprised\Actor_16_03-01-08-01-01-01-16.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-08-01-01-01-16.wav
surprised\Actor_16_03-01-08-01-01-02-16.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-08-01-01-02-16.wav
surprised\Actor_16_03-01-08-01-02-01-16.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-08-01-02-01-16.wav
surprised\Actor_16_03-01-08-01-02-02-16.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-08-01-02-02-16.wav
surprised\Actor_16_03-01-08-02-01-01-16.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-08-02-01-01-16.wav
surprised\Actor_16_03-01-08-02-01-02-16.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-08-02-01-02-16.wav
surprised\Actor_16_03-01-08-02-02-01-16.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-08-02-02-01-16.wav
surprised\Actor_16_03-01-08-02-02-02-16.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_16\03-01-08-02-02-02-16.wav
neutral\Actor_17_03-01-01-01-01-01-17.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-01-01-01-01-17.wav
neutral\Actor_17_03-01-01-01-01-02-17.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-01-01-01-02-17.wav
neutral\Actor_17_03-01-01-01-02-01-17.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-01-01-02-01-17.wav
neutral\Actor_17_03-01-01-01-02-02-17.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-01-01-02-02-17.wav
happy\Actor_17_03-01-03-01-01-01-17.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-03-01-01-01-17.wav
happy\Actor_17_03-01-03-01-01-02-17.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-03-01-01-02-17.wav
happy\Actor_17_03-01-03-01-02-01-17.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-03-01-02-01-17.wav
happy\Actor_17_03-01-03-01-02-02-17.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-03-01-02-02-17.wav
happy\Actor_17_03-01-03-02-01-01-17.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-03-02-01-01-17.wav
happy\Actor_17_03-01-03-02-01-02-17.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-03-02-01-02-17.wav
happy\Actor_17_03-01-03-02-02-01-17.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-03-02-02-01-17.wav
happy\Actor_17_03-01-03-02-02-02-17.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-03-02-02-02-17.wav
sad\Actor_17_03-01-04-01-01-01-17.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-04-01-01-01-17.wav
sad\Actor_17_03-01-04-01-01-02-17.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-04-01-01-02-17.wav
sad\Actor_17_03-01-04-01-02-01-17.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-04-01-02-01-17.wav
sad\Actor_17_03-01-04-01-02-02-17.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-04-01-02-02-17.wav
sad\Actor_17_03-01-04-02-01-01-17.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-04-02-01-01-17.wav
sad\Actor_17_03-01-04-02-01-02-17.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-04-02-01-02-17.wav
sad\Actor_17_03-01-04-02-02-01-17.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-04-02-02-01-17.wav
sad\Actor_17_03-01-04-02-02-02-17.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-04-02-02-02-17.wav
angry\Actor_17_03-01-05-01-01-01-17.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-05-01-01-01-17.wav
angry\Actor_17_03-01-05-01-01-02-17.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-05-01-01-02-17.wav
angry\Actor_17_03-01-05-01-02-01-17.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-05-01-02-01-17.wav
angry\Actor_17_03-01-05-01-02-02-17.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-05-01-02-02-17.wav
angry\Actor_17_03-01-05-02-01-01-17.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-05-02-01-01-17.wav
angry\Actor_17_03-01-05-02-01-02-17.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-05-02-01-02-17.wav
angry\Actor_17_03-01-05-02-02-01-17.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-05-02-02-01-17.wav
angry\Actor_17_03-01-05-02-02-02-17.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-05-02-02-02-17.wav
fearful\Actor_17_03-01-06-01-01-01-17.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-06-01-01-01-17.wav
fearful\Actor_17_03-01-06-01-01-02-17.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-06-01-01-02-17.wav
fearful\Actor_17_03-01-06-01-02-01-17.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-06-01-02-01-17.wav
fearful\Actor_17_03-01-06-01-02-02-17.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_17\03-01-06-01-02-02-17.wav
